Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url
46629,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,strong-bads-cool-game-for-attractive-people-episode-4-dangeresque-3-the-criminal-projective,Adventure,E10,PC,Telltale Games,Telltale Games,,8.7,,,,,,,,2008.0,,http://www.vgchartz.com/game/39663/strong-bads-cool-game-for-attractive-people-episode-4-dangeresque-3-the-criminal-projective/?region=All,1,8.1,/games/boxart/full_3406167AmericaFrontccc.png
46630,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,strong-bads-cool-game-for-attractive-people-episode-5-8-bit-is-enough,Adventure,E10,WW,Telltale Games,Telltale Games,,8.5,,,,,,,,2008.0,,http://www.vgchartz.com/game/29401/strong-bads-cool-game-for-attractive-people-episode-5-8-bit-is-enough/?region=All,1,8.0,/games/boxart/full_5180822AmericaFrontccc.jpg
46631,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,strong-bads-cool-game-for-attractive-people-episode-5-8-bit-is-enough,Adventure,E10,PC,Telltale Games,Telltale Games,,8.5,,,,,,,,2008.0,,http://www.vgchartz.com/game/39664/strong-bads-cool-game-for-attractive-people-episode-5-8-bit-is-enough/?region=All,1,8.0,/games/boxart/full_1229522AmericaFrontccc.jpg
46632,Stronghold,stronghold,Shooter,,2600,"CommaVid, Inc.","CommaVid, Inc.",,,,,,,,,,1983.0,,http://www.vgchartz.com/game/21560/stronghold/?region=All,1,,/games/boxart/9015784ccc.jpg
46633,Stronghold Warchest,stronghold-warchest,Strategy,T,PC,Take-Two Interactive,FireFly Studios,,,,,,,,,,2003.0,,http://www.vgchartz.com/game/50756/stronghold-warchest/?region=All,1,,/games/boxart/full_stronghold-warchest_938AmericaFront.jpg
46634,Stuart Little 2,stuart-little-2,Platform,E,PS,Sony Computer Entertainment,Magenta Software,,,,,,,,,,2002.0,,http://www.vgchartz.com/game/2252/stuart-little-2/?region=All,1,,/games/boxart/full_3642209AmericaFrontccc.jpg
46635,Stuart Little 2,stuart-little-2,Platform,E,PC,Infogrames,Hyperspace Cowgirls,,,,,,,,,,2002.0,,http://www.vgchartz.com/game/43402/stuart-little-2/?region=All,1,,/games/boxart/full_7128952AmericaFrontccc.jpg
46636,Stuart Little: The Journey Home,stuart-little-the-journey-home,Action,E,GB,Activision,Tiertex Design Studios,,,,,,,,,,2001.0,,http://www.vgchartz.com/game/24093/stuart-little-the-journey-home/?region=All,1,,/games/boxart/full_stuart-little-the-journey-home_60AmericaFront.jpg
46637,Stubbs the Zombie in Rebel Without a Pulse,stubbs-the-zombie-in-rebel-without-a-pulse,Action,M,XBL,Aspyr,Wideload Games Inc.,,,,,,,,,,2008.0,,http://www.vgchartz.com/game/37011/stubbs-the-zombie-in-rebel-without-a-pulse/?region=All,1,,/games/boxart/full_3748719AmericaFrontccc.jpg
46638,Stubbs the Zombie in Rebel Without a Pulse,stubbs-the-zombie-in-rebel-without-a-pulse,Action,M,PC,Aspyr,Wideload Games,,,,,,,,,,2005.0,,http://www.vgchartz.com/game/45996/stubbs-the-zombie-in-rebel-without-a-pulse/?region=All,1,,/games/boxart/full_stubbs-the-zombie-in-rebel-without-a-pulse_6AmericaFront.jpg
46639,Students of the Round,students-of-the-round,Misc,,PSP,Experience Inc.,Unknown,,,,,,,,,,2010.0,,http://www.vgchartz.com/game/77505/students-of-the-round/?region=All,1,,/games/boxart/default.jpg
46640,Students of the Round,students-of-the-round,Misc,,PC,Experience Inc.,Unknown,,,,,,,,,,2010.0,,http://www.vgchartz.com/game/77506/students-of-the-round/?region=All,1,,/games/boxart/default.jpg
46641,Students of the Round,students-of-the-round,Misc,,X360,Experience Inc.,Unknown,,,,,,,,,,2010.0,,http://www.vgchartz.com/game/77507/students-of-the-round/?region=All,1,,/games/boxart/default.jpg
46642,Stunt Cars,stunt-cars,Racing,E,WW,Icon Games,Icon Games,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/35499/stunt-cars/?region=All,1,,/games/boxart/full_4755665AmericaFrontccc.jpg
46643,Stunt Cars 2,stunt-cars-2,Racing,E,WW,Unknown,Icon Games,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/43932/stunt-cars-2/?region=All,1,,/games/boxart/default.jpg
46644,Stunt GP,stunt-gp,Racing,,DC,Atari,Team17 Software,,,,,,,,,,2001.0,,http://www.vgchartz.com/game/24845/stunt-gp/?region=All,1,,/games/boxart/full_102617PALFrontccc.jpg
46645,Stunt GP,stunt-gp,Racing,E,PC,Virgin Interactive,Team17 Software,,,,,,,,,,2001.0,,http://www.vgchartz.com/game/29269/stunt-gp/?region=All,1,,/games/boxart/full_7438503AmericaFrontccc.jpg
46646,Stunt Guy 2.0,stunt-guy-20,Misc,,And,Unknown,Unknown,,,,,,,,,,2014.0,,http://www.vgchartz.com/game/81224/stunt-guy-20/?region=All,1,,/games/boxart/default.jpg
46647,Stunt Racer 64,stunt-racer-64,Sports,E,N64,Midway Games,Boss Game Studios,,7.0,,,,,,,,2000.0,,http://www.vgchartz.com/game/24818/stunt-racer-64/?region=All,1,,/games/boxart/full_5926962AmericaFrontccc.jpg
46648,Stunt Track Racer,stunt-track-racer,Racing,,PC,Unknown,MicroStyle,,,,,,,,,,1989.0,,http://www.vgchartz.com/game/24432/stunt-track-racer/?region=All,1,,/games/boxart/full_stunt-car-racer_568AmericaFront.jpg
46649,Stuntcar Extreme,stuntcar-extreme,Racing,,GIZ,Unknown,Fathammer,,,,,,,,,,1989.0,,http://www.vgchartz.com/game/31922/stuntcar-extreme/?region=All,1,,/games/boxart/default.jpg
46650,Stuntman,stuntman,Action,,2600,Panda Entertainment,Panda Entertainment,,,,,,,,,,1983.0,,http://www.vgchartz.com/game/21561/stuntman/?region=All,1,,/games/boxart/4728262ccc.jpg
46651,Stuntman: Ignition,stuntman-ignition,Racing,T,XBL,THQ,Paradigm Entertainment,,,,,,,,,,2010.0,,http://www.vgchartz.com/game/46236/stuntman-ignition/?region=All,1,,/games/boxart/full_stuntman-ignition_6AmericaFront.jpg
46652,Stupid Invaders,stupid-invaders,Adventure,T,DC,Ubisoft,Xilam,,7.1,,,,,,,,2001.0,,http://www.vgchartz.com/game/2257/stupid-invaders/?region=All,1,,/games/boxart/9214066ccc.jpg
46653,Stupid Invaders,stupid-invaders,Adventure,T,PC,Ubisoft,Xilam,,,,,,,,,,2001.0,,http://www.vgchartz.com/game/25205/stupid-invaders/?region=All,1,,/games/boxart/1863458ccc.jpg
46654,Sturmwind,sturmwind,Shooter,,DC,RedSpot Games,Duranik,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/48960/sturmwind/?region=All,1,,/games/boxart/default.jpg
46655,Style Book: Fushigi Boshi no Futago Hime Gyu!,style-book-fushigi-boshi-no-futago-hime-gyu,Misc,,DS,Bandai,Bandai,,,,,,,,,,2006.0,,http://www.vgchartz.com/game/44753/style-book-fushigi-boshi-no-futago-hime-gyu/?region=All,1,,/games/boxart/full_9576394JapanFrontccc.jpg
46656,Su Doku Classic,su-doku-classic,Action,,PC,Unknown,Unknown,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/86047/su-doku-classic/?region=All,1,,/games/boxart/default.jpg
46657,Su-27 Flanker,su-27-flanker,Simulation,,PC,SSI,Flying Legends,,,,,,,,,,1996.0,,http://www.vgchartz.com/game/42719/su-27-flanker/?region=All,1,,/games/boxart/full_6852200AmericaFrontccc.jpg
46658,Sub Scan,sub-scan,Action,,2600,Sega,Sega,,,,,,,,,,1982.0,,http://www.vgchartz.com/game/21562/sub-scan/?region=All,1,,/games/boxart/1331642ccc.jpg
46659,Sub-Terrania,sub-terrania,Shooter,,GEN,Sega,Zyrinx,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/14670/sub-terrania/?region=All,1,,/games/boxart/full_sub-terrania_85AmericaFront.jpg
46660,Subete Gatsugun Agaru Kimochi Chiyosa! Kotobashi-ru,subete-gatsugun-agaru-kimochi-chiyosa-kotobashi-ru,Misc,,DSiW,Namco Bandai,Namco Bandai Games,,,,,,,,,,2010.0,,http://www.vgchartz.com/game/48459/subete-gatsugun-agaru-kimochi-chiyosa-kotobashi-ru/?region=All,1,,/games/boxart/default.jpg
46661,Subject 9,subject-9,Misc,,OSX,Unknown,Unknown,,,,,,,,,,2013.0,,http://www.vgchartz.com/game/82021/subject-9/?region=All,1,,/games/boxart/default.jpg
46662,Subject 9,subject-9,Misc,,PC,Unknown,Unknown,,,,,,,,,,2013.0,,http://www.vgchartz.com/game/82022/subject-9/?region=All,1,,/games/boxart/default.jpg
46663,Submarine Attack,submarine-attack,Shooter,,MS,Unknown,Sega,,,,,,,,,,2013.0,,http://www.vgchartz.com/game/18973/submarine-attack/?region=All,1,,/games/boxart/full_8644887PALFrontccc.jpg
46664,Submarine Commander,submarine-commander,Action,,2600,Sears,Sears,,,,,,,,,,1982.0,,http://www.vgchartz.com/game/21563/submarine-commander/?region=All,1,,/games/boxart/72719ccc.jpg
46665,Subterranea,subterranea,Action,,2600,Imagic,Imagic,,,,,,,,,,1983.0,,http://www.vgchartz.com/game/21564/subterranea/?region=All,1,,/games/boxart/6570480ccc.jpg
46666,Subwar 2050,subwar-2050,Simulation,,PC,Microprose,Particle Systems Ltd.,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/24419/subwar-2050/?region=All,1,,/games/boxart/full_subwar-2050_6PALFront.jpg
46667,Subway Surfers,subway-surfers,Misc,,And,Kiloo Games,Unknown,,,,,,,,,,2012.0,,http://www.vgchartz.com/game/71552/subway-surfers/?region=All,1,,/games/boxart/default.jpg
46668,Successfully Learning English: Year 2,successfully-learning-english-year-2,Misc,,DSiW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/50900/successfully-learning-english-year-2/?region=All,1,,/games/boxart/default.jpg
46669,Successfully Learning English: Year 3,successfully-learning-english-year-3,Misc,,DSiW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/51006/successfully-learning-english-year-3/?region=All,1,,/games/boxart/default.jpg
46670,Successfully Learning English: Year 4,successfully-learning-english-year-4,Misc,,DSiW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/51175/successfully-learning-english-year-4/?region=All,1,,/games/boxart/default.jpg
46671,Successfully Learning English: Year 5,successfully-learning-english-year-5,Misc,,DSiW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/51375/successfully-learning-english-year-5/?region=All,1,,/games/boxart/default.jpg
46672,Successfully Learning German Year 4,successfully-learning-german-year-4,Misc,,DSiW,Unknown,Tivola Publishing GmbH,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/57516/successfully-learning-german-year-4/?region=All,1,,/games/boxart/default.jpg
46673,Successfully Learning German: Year 2,successfully-learning-german-year-2,Misc,,DSiW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/52080/successfully-learning-german-year-2/?region=All,1,,/games/boxart/default.jpg
46674,Successfully Learning German: Year 2,successfully-learning-german-year-2,Misc,,WW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/52081/successfully-learning-german-year-2/?region=All,1,,/games/boxart/default.jpg
46675,Successfully Learning German: Year 3,successfully-learning-german-year-3,Misc,,DSiW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/52623/successfully-learning-german-year-3/?region=All,1,,/games/boxart/default.jpg
46676,Successfully Learning German: Year 3,successfully-learning-german-year-3,Misc,,WW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/52624/successfully-learning-german-year-3/?region=All,1,,/games/boxart/default.jpg
46677,"Successfully Learning: Mathematics, Year 2","year 2""",Misc,,WW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/50391/successfully-learning-mathematics-year-2/?region=All,1,,/games/boxart/default.jpg
46678,"Successfully Learning: Mathematics, Year 3","year 3""",Misc,,WW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/50508/successfully-learning-mathematics-year-3/?region=All,1,,/games/boxart/default.jpg
46679,"Successfully Learning: Mathematics, Year 4","year 4""",Misc,,WW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/50638/successfully-learning-mathematics-year-4/?region=All,1,,/games/boxart/default.jpg
46680,"Successfully Learning: Mathematics, Year 5","year 5""",Misc,,WW,Tivola,Tivola Interactive Media,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/50772/successfully-learning-mathematics-year-5/?region=All,1,,/games/boxart/default.jpg
46681,Suchie-Pai Adventure: Doki Doki Nightmare,suchie-pai-adventure-doki-doki-nightmare,Adventure,,PS,Jaleco,Jaleco,,,,,,,,,,1998.0,,http://www.vgchartz.com/game/41239/suchie-pai-adventure-doki-doki-nightmare/?region=All,1,,/games/boxart/full_7064525JapanFrontccc.jpg
46682,Sudden Strike II,sudden-strike-ii,Strategy,T,PC,CDV Software Entertainment,Fireglow Games,,,,,,,,,,2002.0,,http://www.vgchartz.com/game/13155/sudden-strike-ii/?region=All,1,,/games/boxart/full_sudden-strike-ii_851AmericaFront.jpg
46683,Sudden Strike III: Arms for Victory,sudden-strike-iii-arms-for-victory,Strategy,,PC,Kalypso Media,Fireglow Games,,,,,,,,,,2007.0,09th Apr 19,http://www.vgchartz.com/game/18807/sudden-strike-iii-arms-for-victory/?region=All,1,,/games/boxart/full_5614491PALFrontccc.jpg
46684,Sudeki,sudeki,Role-Playing,M,PC,Zoo Digital Publishing,Climax Group,,,,,,,,,,2005.0,,http://www.vgchartz.com/game/35842/sudeki/?region=All,1,,/games/boxart/full_2684251PALFrontccc.jpg
46685,SUDOKU,sudoku,Misc,E,DSiW,Electronic Arts,Electronic Arts,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/39188/sudoku/?region=All,1,,/games/boxart/full_5861324AmericaFrontccc.jpg
46686,Sudoku,sudoku,Puzzle,E,PSN,Electronic Arts,Electronic Arts,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/39625/sudoku/?region=All,1,,/games/boxart/full_6049421AmericaFrontccc.png
46687,Sudoku 4Pockets,sudoku-4pockets,Puzzle,E,DSiW,4Pockets.com,4Pockets.com,,,,,,,,,,2010.0,,http://www.vgchartz.com/game/43300/sudoku-4pockets/?region=All,1,,/games/boxart/full_6542380AmericaFrontccc.jpg
46688,Sudoku Ball 3DS,sudoku-ball-3ds,Puzzle,,3DS,Unknown,WhiteBear Studios,,,,,,,,,,2010.0,,http://www.vgchartz.com/game/48382/sudoku-ball-3ds/?region=All,1,,/games/boxart/default.jpg
46689,Sudoku Ball Detective,sudoku-ball-detective,Puzzle,E10,PC,Playlogic Game Factory,WhiteBear Studios,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/31886/sudoku-ball-detective/?region=All,1,,/games/boxart/full_5148280AmericaFrontccc.jpg
46690,Sudoku Challenge!,sudoku-challenge,Puzzle,E,WW,Digital Leisure Inc.,Digital Leisure Inc.,,,,,,,,,,2008.0,,http://www.vgchartz.com/game/27889/sudoku-challenge/?region=All,1,,/games/boxart/full_9506146AmericaFrontccc.jpg
46691,Sudoku Challenge!,sudoku-challenge,Puzzle,E,DSiW,Digital Leisure Inc.,Digital Leisure Inc.,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/41282/sudoku-challenge/?region=All,1,,/games/boxart/full_7614258AmericaFrontccc.jpg
46692,Sudoku DS: Nikoli no Sudoku Ketteiban,sudoku-ds-nikoli-no-sudoku-ketteiban,Puzzle,,DS,Hudson Soft,Hudson Soft,,,,,,,,,,2008.0,,http://www.vgchartz.com/game/49721/sudoku-ds-nikoli-no-sudoku-ketteiban/?region=All,1,,/games/boxart/full_sudoku-ds-nikoli-no-sudoku-ketteiban_894JapanFront.jpg
46693,Sudoku for Kids,sudoku-for-kids,Puzzle,,DS,Unknown,Gameinvest,,,,,,,,,,2008.0,,http://www.vgchartz.com/game/30022/sudoku-for-kids/?region=All,1,,/games/boxart/full_4709500PALFrontccc.jpg
46694,Sudoku for Kids,sudoku-for-kids,Puzzle,,PC,Unknown,Seed Studios,,,,,,,,,,2008.0,,http://www.vgchartz.com/game/30023/sudoku-for-kids/?region=All,1,,/games/boxart/default.jpg
46695,Sudoku Master,sudoku-master,Puzzle,E,DSiW,Hudson Entertainment,Hudson Soft,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/34898/sudoku-master/?region=All,1,,/games/boxart/full_3363772AmericaFrontccc.jpg
46696,SUDOKU Sensei,sudoku-sensei,Puzzle,E,DSiW,Hudson Soft,Hudson Soft,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/39210/sudoku-sensei/?region=All,1,,/games/boxart/full_4758687AmericaFrontccc.jpg
46697,Sudoku Student,sudoku-student,Puzzle,E,DSiW,Hudson Entertainment,Hudson Soft,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/34899/sudoku-student/?region=All,1,,/games/boxart/full_9140002AmericaFrontccc.jpg
46698,Sudoku X,sudoku-x,Puzzle,,XBL,Microsoft,MageStick X,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/38804/sudoku-x/?region=All,1,,/games/boxart/full_6411254AmericaFrontccc.jpg
46699,Sugar Bunnies DS: Yume no Sweets Koubou,sugar-bunnies-ds-yume-no-sweets-koubou,Simulation,,DS,Takara Tomy,Takara Tomy,,,,,,,,,,2007.0,,http://www.vgchartz.com/game/44280/sugar-bunnies-ds-yume-no-sweets-koubou/?region=All,1,,/games/boxart/full_6677025JapanFrontccc.jpg
46700,Sugar Bunnies Wii: Yokoso Bunnies Field e,sugar-bunnies-wii-yokoso-bunnies-field-e,Simulation,,WW,Takara Tomy,Takara Tomy,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/39459/sugar-bunnies-wii-yokoso-bunnies-field-e/?region=All,1,,/games/boxart/default.jpg
46701,Sugar Sugar Rune: Heart Ga Ippai! Moegi Gakuen,sugar-sugar-rune-heart-ga-ippai-moegi-gakuen,Action,,GBA,Bandai,Bandai,,,,,,,,,,2005.0,,http://www.vgchartz.com/game/28438/sugar-sugar-rune-heart-ga-ippai-moegi-gakuen/?region=All,1,,/games/boxart/full_897407JapanFrontccc.jpg
46702,Sugar Sugar Rune: Koimo Osharemo Pick-Up,sugar-sugar-rune-koimo-osharemo-pick-up,Action,,PS2,Bandai,Bandai,,,,,,,,,,2005.0,,http://www.vgchartz.com/game/28444/sugar-sugar-rune-koimo-osharemo-pick-up/?region=All,1,,/games/boxart/full_6966132JapanFrontccc.jpg
46703,Sugoro Quest: Dice no Senshi Tachi,sugoro-quest-dice-no-senshi-tachi,Misc,,NES,Technos Japan Corporation,Technos Japan Corporation,,,,,,,,,,1991.0,,http://www.vgchartz.com/game/48095/sugoro-quest-dice-no-senshi-tachi/?region=All,1,,/games/boxart/full_sugoro-quest-dice-no-senshi-tachi_2JapanFront.jpg
46704,Sugoro Quest: Dice no Senshi Tachi,sugoro-quest-dice-no-senshi-tachi,Misc,,VC,Arc System Works,Arc System Works,,,,,,,,,,1991.0,,http://www.vgchartz.com/game/70225/sugoro-quest-dice-no-senshi-tachi/?region=All,1,,/games/boxart/full_sugoro-quest-dice-no-senshi-tachi_142JapanFront.jpg
46705,SUGURI,suguri,Action,,PC,Rockin' Android,Rockin' Android,,,,,,,,,,2014.0,,http://www.vgchartz.com/game/83523/suguri/?region=All,1,,/games/boxart/full_5353552AmericaFrontccc.jpeg
46706,Suicide Mission,suicide-mission,Action,,2600,Unknown,Starpath Corp.,,,,,,,,,,1983.0,,http://www.vgchartz.com/game/21565/suicide-mission/?region=All,1,,/games/boxart/9838688ccc.jpg
46707,Suigetsu,suigetsu,Adventure,,PC,F&C,F&C,,,,,,,,,,2002.0,,http://www.vgchartz.com/game/42876/suigetsu/?region=All,1,,/games/boxart/full_suigetsu_945JapanFront.jpg
46708,Suigetsu Mayoi-Gokoro,suigetsu-mayoi-gokoro,Adventure,,DC,KID,KID Corporation,,,,,,,,,,2004.0,,http://www.vgchartz.com/game/38001/suigetsu-mayoi-gokoro/?region=All,1,,/games/boxart/full_8115215JapanFrontccc.jpg
46709,Suigetsu Mayoi-Gokoro,suigetsu-mayoi-gokoro,Adventure,,PS2,KID,KID Corporation,,,,,,,,,,2004.0,,http://www.vgchartz.com/game/42879/suigetsu-mayoi-gokoro/?region=All,1,,/games/boxart/full_903499JapanFrontccc.jpg
46710,Suika,suika,Adventure,,DC,Princess Soft,Princess Soft,,,,,,,,,,2002.0,,http://www.vgchartz.com/game/38002/suika/?region=All,1,,/games/boxart/full_8513254JapanFrontccc.jpg
46711,Suika A.S+,suika-as,Adventure,,PC,MangaGamer,Circus,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/31801/suika-as/?region=All,1,,/games/boxart/full_3872103PALFrontccc.png
46712,Suika A.S+ Eternal Name,suika-as-eternal-name,Adventure,,PS2,Sweets,Circus,,,,,,,,,,2007.0,,http://www.vgchartz.com/game/33483/suika-as-eternal-name/?region=All,1,,/games/boxart/full_99283JapanFrontccc.jpg
46713,Suiko Enbu: Fuuun Saiki,suiko-enbu-fuuun-saiki,Fighting,,SAT,Data East,Data East,,,,,,,,,,1996.0,,http://www.vgchartz.com/game/44501/suiko-enbu-fuuun-saiki/?region=All,1,,/games/boxart/full_5776725JapanFrontccc.jpg
46714,Suiko Enbu: Outlaws of the Lost Dynasty,suiko-enbu-outlaws-of-the-lost-dynasty,Fighting,,PS,Data East,Data East,,,,,,,,,,1996.0,,http://www.vgchartz.com/game/44500/suiko-enbu-outlaws-of-the-lost-dynasty/?region=All,1,,/games/boxart/full_3119998JapanFrontccc.jpg
46715,Suikoden,suikoden,Role-Playing,E,PSN,Konami,Konami,,,,,,,,,,2008.0,,http://www.vgchartz.com/game/30097/suikoden/?region=All,1,8.7,/games/boxart/full_2407178AmericaFrontccc.png
46716,Suikoden II,suikoden-ii,Role-Playing,T,PC,Unknown,Konami,,,,,,,,,,2008.0,,http://www.vgchartz.com/game/30105/suikoden-ii/?region=All,1,,/games/boxart/default.jpg
46717,Suikoden Tendou 108 Sei,suikoden-tendou-108-sei,Strategy,,SAT,KOEI,Koei,,,,,,,,,,1997.0,,http://www.vgchartz.com/game/30099/suikoden-tendou-108-sei/?region=All,1,,/games/boxart/full_9330064JapanFrontccc.jpg
46718,Suikoden Tendou 108 Sei,suikoden-tendou-108-sei,Strategy,,PS,KOEI,Koei,,,,,,,,,,1998.0,,http://www.vgchartz.com/game/30102/suikoden-tendou-108-sei/?region=All,1,,/games/boxart/full_1918179JapanFrontccc.jpg
46719,Suikoden: Tenmei no Chikai,suikoden-tenmei-no-chikai,Strategy,,SAT,KOEI,Koei,,,,,,,,,,1996.0,,http://www.vgchartz.com/game/30100/suikoden-tenmei-no-chikai/?region=All,1,,/games/boxart/full_1558370JapanFrontccc.jpg
46720,Suikoden: Tenmei no Chikai,suikoden-tenmei-no-chikai,Strategy,,PS,KOEI,Koei,,,,,,,,,,1996.0,,http://www.vgchartz.com/game/30104/suikoden-tenmei-no-chikai/?region=All,1,,/games/boxart/full_5084545JapanFrontccc.jpg
46721,Sukeban Deka II: Keiji Shoujo Tetsu Kamen Densetsu,sukeban-deka-ii-keiji-shoujo-tetsu-kamen-densetsu,Adventure,,MS,Sega,Sega,,,,,,,,,,1987.0,,http://www.vgchartz.com/game/23027/sukeban-deka-ii-keiji-shoujo-tetsu-kamen-densetsu/?region=All,1,,/games/boxart/full_sukeban-deka-ii-keiji-shoujo-tetsu-kamen-densetsu_8JapanFront.jpg
46722,Sukeban Deka III,sukeban-deka-iii,Role-Playing,,NES,Toei Animation,Shouei,,,,,,,,,,1988.0,,http://www.vgchartz.com/game/47849/sukeban-deka-iii/?region=All,1,,/games/boxart/full_sukeban-deka-iii_8JapanFront.jpg
46723,Sukeban Shachou Rena Wii,sukeban-shachou-rena-wii,Action,,Wii,Jorudan,Jorudan,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/38293/sukeban-shachou-rena-wii/?region=All,1,,/games/boxart/full_417761JapanFrontccc.jpg
46724,Suki Desu Suzuki-kun!! 4-nin no Suzuki-kun,suki-desu-suzuki-kun-4-nin-no-suzuki-kun,Adventure,,DS,Idea Factory,Idea Factory,,,,,,,,,,2010.0,,http://www.vgchartz.com/game/45092/suki-desu-suzuki-kun-4-nin-no-suzuki-kun/?region=All,1,,/games/boxart/full_suki-desu-suzuki-kun-4-nin-no-suzuki-kun_5JapanFront.jpg
46725,Sukusuku Native Eigoki Calendar,sukusuku-native-eigoki-calendar,Misc,,DSiW,IE Institute,IE Institute,,,,,,,,,,2010.0,,http://www.vgchartz.com/game/45265/sukusuku-native-eigoki-calendar/?region=All,1,,/games/boxart/default.jpg
46726,Sum Fighter,sum-fighter,Puzzle,,XBL,Microsoft,MDCopp,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/52931/sum-fighter/?region=All,1,,/games/boxart/full_sum-fighter_344AmericaFront.jpg
46727,Sumeragi Ryouko no Bitch na 1 nichi,sumeragi-ryouko-no-bitch-na-1-nichi,Misc,,PC,Unknown,CodePink,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/53850/sumeragi-ryouko-no-bitch-na-1-nichi/?region=All,1,,/games/boxart/default.jpg
46728,Summer Athletics 2009,summer-athletics-2009,Sports,,PC,DTP Entertainment,49Games,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/33550/summer-athletics-2009/?region=All,1,,/games/boxart/full_summer-athletics-2009_770PALFront.jpg
46729,Summer Camp Showdown,summer-camp-showdown,Action,E10,Wii,Unknown,Digital Embryo,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/45369/summer-camp-showdown/?region=All,1,,/games/boxart/full_4171767AmericaFrontccc.jpg
46730,Summer Games,summer-games,Sports,,7800,Atari,Atari,,,,,,,,,,1987.0,,http://www.vgchartz.com/game/19727/summer-games/?region=All,1,,/games/boxart/1967235ccc.jpg
46731,Summer Games,summer-games,Sports,,2600,Epyx,Epyx,,,,,,,,,,1987.0,,http://www.vgchartz.com/game/19756/summer-games/?region=All,1,,/games/boxart/6149356ccc.jpg
46732,Summer Games,summer-games,Sports,,MS,Sega,Epyx,,,,,,,,,,1988.0,,http://www.vgchartz.com/game/22899/summer-games/?region=All,1,,/games/boxart/7445434ccc.jpg
46733,Summer Games 3D,summer-games-3d,Misc,,And,Tangram3D,Unknown,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/78707/summer-games-3d/?region=All,1,,/games/boxart/default.jpg
46734,Summer Games II,summer-games-ii,Sports,E,VC,Commodore,Epyx,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/24528/summer-games-ii/?region=All,1,,/games/boxart/4036048ccc.jpg
46735,SummerVacation,summervacation,Puzzle,,XBL,Microsoft,DK Alpla,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/39538/summervacation/?region=All,1,,/games/boxart/full_6925410AmericaFrontccc.jpg
46736,SUMMON MASTERS,summon-masters,Misc,,And,BiCore,Unknown,,,,,,,,,,2014.0,,http://www.vgchartz.com/game/80207/summon-masters/?region=All,1,,/games/boxart/default.jpg
46737,Summon Night,summon-night,Role-Playing,,PS,Banpresto,Flight-Plan,,,,,,,,,,2000.0,,http://www.vgchartz.com/game/30285/summon-night/?region=All,1,,/games/boxart/full_424150JapanFrontccc.jpg
